Company,Location,Country,Date,Year,Rocket,Mission,RocketStatus,Price,MissionStatus
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,3/31/1976,1976,Soyuz M,Cosmos 811,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,4/6/1976,1976,Cosmos-3M (11K65M),Cosmos 812,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,4/7/1976,1976,Vostok-2M,Meteor n†­34,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,4/9/1976,1976,Voskhod,Cosmos 813,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,4/28/1976,1976,Voskhod,Cosmos 815,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,4/28/1976,1976,Cosmos-3M (11K65M),Cosmos 816,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",USA,4/30/1976,1976,Atlas-E/F MSD,NOSS-1,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,5/5/1976,1976,Voskhod,Cosmos 817,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,5/8/1976,1976,Cosmos-3M (11K65M),Cosmos 822,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,5/12/1976,1976,Molniya-M /Block ML,Molniya-3 n†­60,Retired,,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",USA,5/13/1976,1976,Atlas-SLV3D Centaur-D1AR,Comstar D1,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,5/15/1976,1976,Vostok-2M,Meteor n†­35,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,5/18/1976,1976,Cosmos-2I (63SM),Cosmos 818,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,5/20/1976,1976,Voskhod,Cosmos 819,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,5/21/1976,1976,Soyuz U,Cosmos 820,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,5/26/1976,1976,Voskhod,Cosmos 821,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,6/2/1976,1976,Cosmos-3M (11K65M),Cosmos 823,Retired,,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",USA,6/2/1976,1976,Titan III(34)B Agena-D,Quasar 1,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,6/8/1976,1976,Voskhod,Cosmos 824,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,6/15/1976,1976,Cosmos-3M (11K65M),Cosmos 825 to 832,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,6/16/1976,1976,Voskhod,Cosmos 833,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,6/19/1976,1976,Cosmos-3M (11K65M),Intercosmos-15,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,6/24/1976,1976,Soyuz U,Cosmos 834,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,6/26/1976,1976,Titan III(23)C,DSP-6,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,6/29/1976,1976,Voskhod,Cosmos 835,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,6/29/1976,1976,Cosmos-3M (11K65M),Cosmos 836,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,7/1/1976,1976,Molniya-M /Block ML,Cosmos 837,Retired,,Partial Failure
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,7/2/1976,1976,Tsyklon-2,Cosmos 838,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,7/6/1976,1976,Soyuz,Soyuz 21,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",USA,7/8/1976,1976,Titan IIID,"KH-9, S3 & SSF-D-1",Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,7/8/1976,1976,Cosmos-3M (11K65M),Cosmos 839,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,7/14/1976,1976,Soyuz U,Cosmos 840,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,7/15/1976,1976,Cosmos-3M (11K65M),Cosmos 841,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,7/21/1976,1976,Cosmos-3M (11K65M),Cosmos 842,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,7/21/1976,1976,Tsyklon-2,Cosmos 843,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,7/22/1976,1976,Soyuz U,Cosmos 844,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",USA,7/22/1976,1976,Atlas-SLV3D Centaur-D1AR,Comstar D2,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,7/23/1976,1976,Molniya-M /Block ML,Molniya-1 n†­62,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,7/27/1976,1976,Cosmos-3M (11K65M),Cosmos 845,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,7/27/1976,1976,Cosmos-3M (11K65M),Intercosmos-16,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,7/29/1976,1976,Cosmos-3M (11K65M),Cosmos 846,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,8/4/1976,1976,Soyuz U,Cosmos 847,Retired,,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",USA,8/6/1976,1976,Titan III(34)B Agena-D,Quasar 2,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,8/12/1976,1976,Soyuz U,Cosmos 848,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,8/18/1976,1976,Cosmos-2I (63SM),Cosmos 849,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,8/26/1976,1976,Cosmos-2I (63SM),Cosmos 850,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,8/27/1976,1976,Vostok-2M,Cosmos 851,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,8/28/1976,1976,Soyuz U,Cosmos 852,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",China,8/30/1976,1976,Feng Bao 1,JSSW-5,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,9/1/1976,1976,Molniya-M /Block ML,Cosmos 853,Retired,,Partial Failure
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,9/3/1976,1976,Soyuz U,Cosmos 854,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,9/15/1976,1976,Soyuz U,Soyuz 22,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",USA,9/15/1976,1976,Titan III(24)B,OPS 8533,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,9/21/1976,1976,Soyuz U,Cosmos 855,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,9/22/1976,1976,Soyuz U,Cosmos 856,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,9/24/1976,1976,Soyuz U,Cosmos 857,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,9/29/1976,1976,Cosmos-3M (11K65M),Cosmos 858,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,10/4/1976,1976,Soyuz U,Zenit-4MKT n†­370,Retired,,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,10/10/1976,1976,Soyuz U,Cosmos 859,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,10/14/1976,1976,Soyuz,Soyuz 23,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,10/15/1976,1976,Vostok-2M,Meteor n†­36,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,10/17/1976,1976,Tsyklon-2,Cosmos 860,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,10/21/1976,1976,Tsyklon-2,Cosmos 861,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,10/22/1976,1976,Molniya-M /Block 2BL,Cosmos 862,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,10/25/1976,1976,Soyuz U,Cosmos 863,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,10/29/1976,1976,Cosmos-3M (11K65M),Cosmos 864,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,11/1/1976,1976,Soyuz U,Cosmos 865,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",China,11/10/1976,1976,Feng Bao 1,JSSW-6,Retired,,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,11/11/1976,1976,Soyuz U,Cosmos 866,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,11/23/1976,1976,Soyuz U,Cosmos 867,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,11/25/1976,1976,Molniya-M /Block SO-L,Prognoz n†­5,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,11/26/1976,1976,Tsyklon-2,Cosmos 868,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,11/29/1976,1976,Soyuz U,Cosmos 869,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,12/2/1976,1976,Cosmos-3M (11K65M),Cosmos 870,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,12/2/1976,1976,Molniya-M /Block ML,Molniya-2 n†­64,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",China,12/7/1976,1976,Long March 2,FSW-0 No.2,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,12/9/1976,1976,Soyuz U,Cosmos 879,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,12/9/1976,1976,Cosmos-3M (11K65M),Cosmos 880,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,12/15/1976,1976,Cosmos-3M (11K65M),Cosmos 883,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,12/16/1976,1976,Cosmos-3M (11K65M),Cosmos 871 to 878,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,12/17/1976,1976,Soyuz U,Cosmos 884,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,12/17/1976,1976,Cosmos-3M (11K65M),Cosmos 885,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",USA,12/19/1976,1976,Titan IIID,KH-11,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,12/27/1976,1976,Tsyklon-2,Cosmos 886,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,12/28/1976,1976,Molniya-M /Block ML,Molniya-3 n†­65,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,12/28/1976,1976,Cosmos-3M (11K65M),Cosmos 887,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,1/6/1977,1977,Soyuz U,Cosmos 888,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,1/6/1977,1977,Vostok-2M,Meteor-2 n†­2,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,1/20/1977,1977,Soyuz U,Cosmos 889,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,1/20/1977,1977,Cosmos-3M (11K65M),Cosmos 890,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,2/2/1977,1977,Cosmos-3M (11K65M),Cosmos 891,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,2/6/1977,1977,Titan III(23)C,DSP-7,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,2/7/1977,1977,Soyuz U,Soyuz 24,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,2/9/1977,1977,Soyuz U,Cosmos 892,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,2/11/1977,1977,Molniya-M /Block ML,Molniya-2 n†­66,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,2/15/1977,1977,Cosmos-3M (11K65M),Cosmos 893,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",Japan,2/19/1977,1977,Mu-III H,Tansei 3,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,2/21/1977,1977,Cosmos-3M (11K65M),Cosmos 894,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,2/22/1977,1977,Soyuz U,Zenit-4MK n†­381,Retired,,Failure
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,2/23/1977,1977,N-I Star-37E,Kiku 2,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,2/26/1977,1977,Vostok-2M,Cosmos 895,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,3/3/1977,1977,Soyuz U,Cosmos 896,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,3/10/1977,1977,Soyuz U,Cosmos 897,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",USA,3/13/1977,1977,Titan III(24)B,OPS 4915,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,3/17/1977,1977,Soyuz U,Cosmos 898,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,3/24/1977,1977,Molniya-M /Block ML,Molniya-1 n†­67,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,3/24/1977,1977,Cosmos-3M (11K65M),Cosmos 899,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,3/29/1977,1977,Cosmos-3M (11K65M),Cosmos 900,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,4/5/1977,1977,Vostok-2M,Meteor n†­37,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,4/5/1977,1977,Cosmos-2I (63SM),Cosmos 901,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,4/7/1977,1977,Soyuz U,Cosmos 902,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,4/11/1977,1977,Molniya-M /Block 2BL,Cosmos 903,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,4/20/1977,1977,Soyuz U,Cosmos 904,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,4/26/1977,1977,Soyuz U,Cosmos 905,Retired,,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Russia,4/27/1977,1977,Cosmos-3M (11K65M),Cosmos 906,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,4/28/1977,1977,Molniya-M /Block ML,Molniya-3 n†­68,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,5/5/1977,1977,Soyuz U,Cosmos 907,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,5/12/1977,1977,Titan III(23)C,DSCS-II 7&8,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,5/17/1977,1977,Soyuz U,Cosmos 908,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,5/19/1977,1977,Cosmos-3M (11K65M),Cosmos 909,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,5/23/1977,1977,Tsyklon-2,Cosmos 910,Retired,,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",USA,5/23/1977,1977,Atlas-SLV3A Agena-D,AFP-827 (Canyon-7),Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,5/25/1977,1977,Cosmos-3M (11K65M),Cosmos 911,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,5/26/1977,1977,Soyuz U,Cosmos 912,Retired,,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",USA,5/26/1977,1977,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F4,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,5/30/1977,1977,Cosmos-3M (11K65M),Cosmos 913,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,5/31/1977,1977,Soyuz U,Cosmos 914,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,6/8/1977,1977,Soyuz U,Cosmos 915,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,6/10/1977,1977,Soyuz U,Cosmos 916,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,6/16/1977,1977,Molniya-M /Block 2BL,Cosmos 917,Retired,,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Russia,6/17/1977,1977,Cosmos-3M (11K65M),Signe 3,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,6/17/1977,1977,Tsyklon-2,Cosmos 918,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,6/18/1977,1977,Cosmos-2I (63SM),Cosmos 919,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,6/22/1977,1977,Soyuz U,Cosmos 920,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",USA,6/23/1977,1977,Atlas-E/F SGS-1,NTS-2,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,6/24/1977,1977,Molniya-M /Block ML,Molniya-1 n†­69,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Russia,6/24/1977,1977,Tsyklon-3,Cosmos 921,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",USA,6/27/1977,1977,Titan IIID,KH-9,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,6/29/1977,1977,Vostok-2M,Meteor-Priroda n†­2,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,6/30/1977,1977,Soyuz U,Cosmos 922,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,7/1/1977,1977,Cosmos-3M (11K65M),Cosmos 923,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,7/4/1977,1977,Cosmos-3M (11K65M),Cosmos 924,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,7/7/1977,1977,Vostok-2M,Cosmos 925,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,7/8/1977,1977,Cosmos-3M (11K65M),Cosmos 926,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,7/12/1977,1977,Soyuz U,Cosmos 927,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,7/13/1977,1977,Cosmos-3M (11K65M),Cosmos 928,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,7/19/1977,1977,Cosmos-3M (11K65M),Cosmos 930,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,7/20/1977,1977,Molniya-M /Block 2BL,Cosmos 931,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,7/20/1977,1977,Soyuz U,Cosmos 932,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,7/22/1977,1977,Cosmos-3M (11K65M),Cosmos 933,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,7/27/1977,1977,Soyuz U,Cosmos 934,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,7/29/1977,1977,Soyuz U,Cosmos 935,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,8/3/1977,1977,Soyuz U,Cosmos 936,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,8/10/1977,1977,Soyuz U,Zenit-4MKM n†­399,Retired,,Failure
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",USA,8/12/1977,1977,Atlas-SLV3D Centaur-D1AR,HEAO-1,Retired,,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,8/20/1977,1977,Titan IIIE,Voyager 2,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,8/24/1977,1977,Tsyklon-2,Cosmos 937,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,8/24/1977,1977,Soyuz U,Cosmos 938,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,8/24/1977,1977,Cosmos-3M (11K65M),Cosmos 939 to 946,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,8/27/1977,1977,Soyuz U,Cosmos 947,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,8/30/1977,1977,Molniya-M /Block ML,Molniya-1 n†­70,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,9/2/1977,1977,Soyuz U,Cosmos 948,Retired,,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,9/5/1977,1977,Titan IIIE,Voyager 1,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,9/6/1977,1977,Soyuz U,Cosmos 949,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,9/13/1977,1977,Soyuz U,Cosmos 950,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,9/13/1977,1977,Cosmos-3M (11K65M),Cosmos 951,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",China,9/14/1977,1977,Feng Bao 1,DDDS 1,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,9/16/1977,1977,Tsyklon-2,Cosmos 952,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,9/16/1977,1977,Soyuz U,Cosmos 953,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,9/18/1977,1977,Tsyklon-2,Cosmos 954,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,9/20/1977,1977,Vostok-2M,Cosmos 955,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,9/22/1977,1977,Molniya-M /Block SO-L,Prognoz n†­6,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",USA,9/23/1977,1977,Titan III(24)B,OPS 7471,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Russia,9/24/1977,1977,Tsyklon-3,Cosmos 956,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,9/24/1977,1977,Cosmos-3M (11K65M),Intercosmos-17,Retired,,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",USA,9/30/1977,1977,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F5,Retired,,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,9/30/1977,1977,Soyuz U,Cosmos 957,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,10/9/1977,1977,Soyuz U,Soyuz 25,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,10/11/1977,1977,Soyuz U,Cosmos 958,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,10/21/1977,1977,Cosmos-3M (11K65M),Cosmos 959,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,10/25/1977,1977,Cosmos-3M (11K65M),Cosmos 960,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,10/26/1977,1977,Tsyklon-2,Cosmos 961,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,10/28/1977,1977,Molniya-M /Block ML,Molniya-3 n†­71,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,10/28/1977,1977,Cosmos-3M (11K65M),Cosmos 962,Retired,,Success
